course_id,course_title,url,price,num_subscribers,num_reviews,num_lectures,level,rating,content_duration,published_timestamp,subject,Date,Free/Paid
59535,HTML for Beginners,https://www.udemy.com/hmtl5-training/,0,8592,336,35,Beginner Level,0.8,2.5,2013-07-20T00:52:41Z,Web Development,2013-07-20,Free
570416,JSON Faster Sleeker & Easier Discover the benefits learn it,https://www.udemy.com/introduction-to-json-javascript-object-notation-tutorial/,200,8577,69,31,All Levels,0.22,1.5,2015-08-12T18:33:31Z,Web Development,2015-08-12,Paid
965832,The Complete Investment Banking Course 2017,https://www.udemy.com/the-complete-investment-banking-course-2016/,195,8575,809,110,Intermediate Level,0.81,5.5,2016-10-10T16:16:26Z,Business Finance,2016-10-10,Paid
758582,PHP with Laravel for beginners - Become a Master in Laravel,https://www.udemy.com/php-with-laravel-for-beginners-become-a-master-in-laravel/,150,8496,1838,308,All Levels,0.93,29.5,2016-04-21T19:57:39Z,Web Development,2016-04-21,Paid
169144,How to easily Manage your WordPress Website,https://www.udemy.com/manage-wordpress-website/,20,8462,50,21,Beginner Level,0.68,2,2014-02-20T17:28:42Z,Web Development,2014-02-20,Paid
264790,How to Install WordPress From Scratch,https://www.udemy.com/install-wordpress/,0,8415,56,13,All Levels,0.66,1,2014-07-19T23:03:39Z,Web Development,2014-07-19,Free
212624,Introduction to HTML,https://www.udemy.com/refactoru-intro-html/,0,8371,212,18,All Levels,0.78,1.5,2014-08-30T01:33:38Z,Web Development,2014-08-30,Free
311538,Foundations of Front-End Web Development,https://www.udemy.com/foundations-of-front-end-development/,0,8337,300,129,All Levels,0.53,20.5,2014-12-12T21:47:15Z,Web Development,2014-12-12,Free
639848,PHP Graphic Techniques: CAPTCHA/ Create a verification code,https://www.udemy.com/php-graphic-techniques-captcha-watermark-crop-thumbnail/,20,8320,73,11,All Levels,0.3,0.7166666667,2015-10-14T18:16:51Z,Web Development,2015-10-14,Paid
358326,Dividend Investing: Build Your Portfolio for a Better Future,https://www.udemy.com/dividend-investing/,60,8314,83,47,Beginner Level,0.81,4,2015-01-24T06:31:19Z,Business Finance,2015-01-24,Paid
101496,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,https://www.udemy.com/swing-acoustic-blues-guitar-lessons/,0,8240,31,6,All Levels,0.52,1.5,2013-11-23T12:27:56Z,Musical Instruments,2013-11-23,Free
614472,The Advanced Forex Course for Smart Traders,https://www.udemy.com/advanced-forex-course/,0,8236,144,25,All Levels,0.81,5,2015-10-09T16:46:49Z,Business Finance,2015-10-09,Free
641868,The Docker for DevOps course: From development to production,https://www.udemy.com/the-docker-for-devops-course-from-development-to-production/,25,8234,1111,110,All Levels,0.78,7.5,2015-11-13T17:30:34Z,Web Development,2015-11-13,Paid
99324,Acoustic Blues Guitar Lessons,https://www.udemy.com/finger-picking-blues-guitar/,0,8217,109,10,Beginner Level,0.3,1,2013-09-30T20:45:20Z,Musical Instruments,2013-09-30,Free
416548,Logo Design Masterclass: Learn Logo Design + Illustrator,https://www.udemy.com/become-a-professional-logo-designer/,200,8196,479,85,All Levels,0.48,6.5,2015-08-18T18:56:04Z,Graphic Design,2015-08-18,Paid
985922,Excel Crash Course: Master Excel for Financial Analysis,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,105,8121,689,40,Beginner Level,0.29,3.5,2016-10-18T00:51:59Z,Business Finance,2016-10-18,Paid
1132342,Ultimate Beginner Guitar Masterclass,https://www.udemy.com/beginner-guitar-masterclass/,200,8113,79,124,All Levels,0.18,11.5,2017-05-15T23:04:11Z,Musical Instruments,2017-05-15,Paid
58977,Financial Statements Made Easy,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,95,8095,249,12,All Levels,0.18,0.5833333333,2013-06-09T00:21:26Z,Business Finance,2013-06-09,Paid
674646,PHP Essential How to create build Amazing websites with PHP,https://www.udemy.com/php-essential-how-to-create-build-amazing-websites-with-php/,75,8067,30,44,All Levels,0.24,3.5,2015-11-26T04:12:48Z,Web Development,2015-11-26,Paid
906700,Sass: From Beginner to Advanced,https://www.udemy.com/sass-from-beginner-to-advanced/,40,8059,231,39,All Levels,0.05,2,2016-07-21T15:43:34Z,Web Development,2016-07-21,Paid
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,https://www.udemy.com/learn-mql4/,185,7941,713,40,Expert Level,0.22,6.5,2014-08-11T08:01:14Z,Business Finance,2014-08-11,Paid
1090870,Complete WooCommerce Plugin Tutorial For Wordpress 2017,https://www.udemy.com/complete-woocommerce-plugin-tutorial-for-wordpress-2017/,0,7922,183,16,Beginner Level,0.69,1.5,2017-01-27T16:47:14Z,Web Development,2017-01-27,Free
866696,REST WCF Service in ASP.NET,https://www.udemy.com/rest-wcf-service-in-aspnet/,0,7905,561,5,All Levels,0.66,0.6833333333,2016-06-08T17:28:16Z,Web Development,2016-06-08,Free
747552,Build a website HTML5 CSS3 Beginner Course,https://www.udemy.com/how-to-build-a-website-html5-css3-beginner-course/,150,7884,44,28,Beginner Level,0.53,2,2016-02-02T03:54:47Z,Web Development,2016-02-02,Paid
434774,Options Trading Stocks: Proven Toolbox For Financial Success,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,195,7884,118,68,All Levels,0.18,10,2015-05-19T23:25:41Z,Business Finance,2015-05-19,Paid
16151,AJAX Development,https://www.udemy.com/ajax-development/,20,7867,147,23,Beginner Level,0.95,3,2012-05-15T18:03:43Z,Web Development,2012-05-15,Paid
1166070,Complete Bootstrap 4 course - build 3 projects,https://www.udemy.com/bootstrap-4-tutorials/,0,7865,241,36,All Levels,0.76,5,2017-04-07T17:26:02Z,Web Development,2017-04-07,Free
425910,How to Optimise Your WordPress Website's Speed & Security to Improve SEO & User Experience,https://www.udemy.com/how-to-make-your-wordpress-site-blazing-fast/,125,7852,46,31,Expert Level,0.78,3.5,2015-03-02T19:03:21Z,Web Development,2015-03-02,Paid
938560,The Complete Ethical Hacking Course 2.0: Python & Kali Linux,https://www.udemy.com/penetration-testing-ethical-hacking-course-python-kali-linux/,195,7827,268,66,All Levels,0.76,11,2016-09-26T15:08:29Z,Web Development,2016-09-26,Paid
607056,JavaScript Introduction to Object Oriented JavaScript,https://www.udemy.com/javascript-introduction-to-object-oriented-javascript/,90,7789,59,23,Intermediate Level,0.15,1.5,2015-10-01T17:43:34Z,Web Development,2015-10-01,Paid
147908,JavaScript for Beginning Web Developers,https://www.udemy.com/learn-javascript-programming/,75,7785,416,33,All Levels,0.76,4.5,2014-01-16T18:07:39Z,Web Development,2014-01-16,Paid
256200,How To Start Trading Penny Stocks In 10 Easy Steps 2017,https://www.udemy.com/penny-stock-trading-analyzing-the-most-profitable-stocks/,50,7750,58,15,Beginner Level,0.94,1.5,2014-07-17T08:02:54Z,Business Finance,2014-07-17,Paid
596598,Basic Excel for Basic Bookkeeping and Accounting,https://www.udemy.com/basic-excel-for-basic-bookkeeping/,95,7743,340,33,All Levels,0.07,1.5,2015-09-10T00:30:48Z,Business Finance,2015-09-10,Paid
1016536,Learn How to Manage & Customize Web Sites By Drupal CMS,https://www.udemy.com/drupal-course/,140,7741,9,36,All Levels,0.67,2.5,2016-12-11T21:05:33Z,Web Development,2016-12-11,Paid
803378,JavaScript in Action JavaScript Projects,https://www.udemy.com/javascript-in-action-learn-javascript-projects/,150,7720,58,17,Beginner Level,0.73,1.5,2016-03-29T18:01:39Z,Web Development,2016-03-29,Paid
30911,HTML5 APIs For JavaScript - A Course For Web Developers,https://www.udemy.com/html5-apis-for-javascript-a-course-for-web-developers/,50,7706,62,45,All Levels,0.12,5,2012-11-30T17:33:41Z,Web Development,2012-11-30,Paid
161986,Learn Building Your Own Website Without Coding,https://www.udemy.com/learn-building-your-own-website-without-coding/,50,7660,7,19,All Levels,0.08,2,2014-03-21T01:53:04Z,Web Development,2014-03-21,Paid
159760,Create A Custom Responsive WordPress Website For A Client,https://www.udemy.com/create-custom-responsive-wordpress-website-client/,95,7517,89,47,Intermediate Level,0.89,4.5,2014-04-21T11:35:18Z,Web Development,2014-04-21,Paid
548278,The Complete Web Development Course - Build 15 Projects,https://www.udemy.com/complete-web-development-course/,200,7501,1213,384,All Levels,0.42,76.5,2015-11-09T22:01:02Z,Web Development,2015-11-09,Paid
631128,Complete Python Web Course: Build 8 Python Web Apps,https://www.udemy.com/the-complete-python-web-course-learn-by-building-8-apps/,110,7489,941,173,All Levels,0.42,16,2015-11-08T20:57:35Z,Web Development,2015-11-08,Paid
627540,Options Trading - How to Win with Weekly Options,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,115,7489,1190,25,Beginner Level,0.15,1,2015-10-22T21:54:28Z,Business Finance,2015-10-22,Paid
436496,SAP Crystal Reports with ASP.Net (Step by step),https://www.udemy.com/sap-crystalreports-for-beginners/,0,7484,304,5,Beginner Level,0.24,1,2015-03-04T01:33:32Z,Web Development,2015-03-04,Free
200742,Create Single Page Website using Twitter Bootstrap 3,https://www.udemy.com/create-single-page-website-using-twitter-bootstrap/,20,7449,111,13,Expert Level,0.3,1,2014-04-19T20:10:39Z,Web Development,2014-04-19,Paid
513958,Complete JavaScript Course for Beginners with Easy Examples,https://www.udemy.com/javascript-for-dummies-and-newbies/,200,7449,91,32,Beginner Level,0.38,4,2015-06-08T00:39:47Z,Web Development,2015-06-08,Paid
911318,Master ECMAScript 2015 (ES6),https://www.udemy.com/ecmascript2015/,0,7438,441,37,All Levels,0.78,2.5,2016-11-28T22:10:27Z,Web Development,2016-11-28,Free
515188,HTML Learning the Basics Intro to HTML website coding,https://www.udemy.com/html-learning-the-basics-intro-to-html-website-coding/,20,7416,65,14,All Levels,0.96,0.65,2015-05-31T21:28:27Z,Web Development,2015-05-31,Paid
76052,Try Django 1.9 | Build a Blog and Learn Python's #1 Library,https://www.udemy.com/try-django/,50,7407,172,147,Beginner Level,0.68,20,2014-03-04T07:12:21Z,Web Development,2014-03-04,Paid
560990,JavaScript DOM Dynamic Web interactive content Boot Camp,https://www.udemy.com/javascript-dom-dynamic-web-interactive-content-boot-camp/,75,7380,43,59,All Levels,0.68,2.5,2015-07-30T16:52:34Z,Web Development,2015-07-30,Paid
783158,Getting Started with HTML,https://www.udemy.com/html-basics-course/,40,7375,52,17,Beginner Level,0.24,1.5,2016-03-07T18:40:52Z,Web Development,2016-03-07,Paid
92760,Crash Course: Fundamentals Of HTML & CSS From Scratch.,https://www.udemy.com/beginner-crash-course-fundamentals-of-html-css-in-60-mins/,20,7368,216,52,All Levels,0.61,2,2013-09-20T19:48:56Z,Web Development,2013-09-20,Paid
1109736,Beginners Introduction to Web Development,https://www.udemy.com/explore-web-development/,200,7331,55,18,All Levels,0.12,1.5,2017-02-13T17:40:58Z,Web Development,2017-02-13,Paid
270976,A how to guide in HTML,https://www.udemy.com/a-how-to-guide-in-html/,0,7318,205,8,Beginner Level,0.23,0.5833333333,2014-08-10T20:19:10Z,Web Development,2014-08-10,Free
784544,HTML Introduction Course: Learn HTML in 2 hours!!!,https://www.udemy.com/html-introduction-course-learn-html-in-2-hours/,0,7304,368,28,Beginner Level,0.64,2,2016-03-08T15:24:31Z,Web Development,2016-03-08,Free
371074,Sketch 3 from A to Z: Become an App Designer,https://www.udemy.com/learnsketch3/,75,7282,1629,42,All Levels,0.32,3.5,2015-01-03T08:21:48Z,Graphic Design,2015-01-03,Paid
718426,Create a Dynamic User Registration Form from scratch,https://www.udemy.com/create-a-dynamic-user-registration-form-from-scratch/,100,7213,50,38,All Levels,0.73,3,2016-01-09T04:31:40Z,Web Development,2016-01-09,Paid
481696,Code & Grow Rich: Earn More As An Entrepreneur Or Developer,https://www.udemy.com/code-grow-rich-earn-more-as-an-entrepreneur-or-developer/,200,7211,52,491,All Levels,0.29,57,2016-02-10T01:09:19Z,Web Development,2016-02-10,Paid
1241518,Node Package Manager Course: Build and Publish NPM Modules,https://www.udemy.com/node-package-manager-course-build-and-publish-npm-modules/,30,7196,8,38,All Levels,0.47,6.5,2017-06-06T17:56:50Z,Web Development,2017-06-06,Paid
928858,Learn How To Build A Professional Web Site By Using Joomla,https://www.udemy.com/learn-how-to-build-a-professional-web-site-by-using-joomla/,70,7184,22,29,All Levels,0.34,4,2016-08-11T21:03:21Z,Web Development,2016-08-11,Paid
1005312,【１日でマスター！】今日からはじめる資産形成,https://www.udemy.com/kabucom_start/,20,7183,819,14,All Levels,0.72,1,2017-01-19T23:51:32Z,Business Finance,2017-01-19,Paid
194692,Quicklessons Piano Course - Learn to Play Piano by Ear!,https://www.udemy.com/quicklessons/,200,7178,260,144,Intermediate Level,0.15,8.5,2014-04-12T17:29:32Z,Musical Instruments,2014-04-12,Paid
989452,Complete JQuery And JQuery UI Course For Beginner,https://www.udemy.com/complete-jquery-and-jquery-ui-course-for-beginner/,80,7169,277,20,All Levels,0.16,1,2016-10-27T21:56:49Z,Web Development,2016-10-27,Paid
233900,Get Started With Penny Stocks -Step by Step Guide to Trading,https://www.udemy.com/trading-penny-stocks-advanced-strategies/,200,7159,61,18,All Levels,0.11,2,2014-06-02T03:34:56Z,Business Finance,2014-06-02,Paid
531954,Projects in AngularJS - Learn by building 10 Projects,https://www.udemy.com/learn-angularjs-development/,40,7146,629,77,Beginner Level,0.89,14.5,2015-06-25T19:00:56Z,Web Development,2015-06-25,Paid
716310,Create a Powerful Website with the Cool Bootstrap Framework,https://www.udemy.com/e107-tutorial-for-beginner-build-bootstrap-website/,0,7142,41,25,All Levels,0.18,4,2016-02-02T23:35:43Z,Web Development,2016-02-02,Free
76524,A new approach to piano and playing songs for beginners,https://www.udemy.com/contemporary-piano/,50,7140,72,26,All Levels,0.18,1.5,2013-08-11T20:39:24Z,Musical Instruments,2013-08-11,Paid
65493,Kids Coding - Beginners CSS,https://www.udemy.com/kids-coding-beginners-css/,100,7130,30,17,Intermediate Level,0.8,1,2013-07-25T19:55:43Z,Web Development,2013-07-25,Paid
584786,JavaScript HTML CSS Project make a Quiz Tutorial,https://www.udemy.com/javascript-html-css-project-make-a-quiz-tutorial/,95,7130,39,24,Intermediate Level,0.3,2,2015-08-18T18:37:17Z,Web Development,2015-08-18,Paid
106178,Become a Heroku Rails Ninja: Expert Level Deployment Tools,https://www.udemy.com/become-a-heroku-rails-ninja/,50,7090,52,30,All Levels,0.78,8.5,2014-02-15T16:03:28Z,Web Development,2014-02-15,Paid
1217948,Learn How To Become a Web Developer From Scratch,https://www.udemy.com/learn-how-to-become-a-front-end-web-developer-from-scratch/,200,7062,72,172,Beginner Level,0.61,11,2017-05-28T19:38:52Z,Web Development,2017-05-28,Paid
1252630,React JS - Mastering Redux,https://www.udemy.com/react-js-mastering-redux/,100,7059,116,58,Beginner Level,0.75,5,2017-06-19T21:39:14Z,Web Development,2017-06-19,Paid
1009254,"Beginner API development in Node, Express, ES6, & MongoDB",https://www.udemy.com/api-development/,165,7057,655,65,Beginner Level,0.74,18.5,2016-11-12T18:53:51Z,Web Development,2016-11-12,Paid
1041426,How To Build And Make A Wordpress Website From Scratch 2017,https://www.udemy.com/how-to-build-and-make-a-wordpress-website-from-scratch-2017/,0,7055,166,24,All Levels,0.96,2,2017-01-24T04:59:20Z,Web Development,2017-01-24,Free
389018,How to Create a Wordpress Website from Scratch - No Coding,https://www.udemy.com/how-to-create-a-wordpress-website-from-scratch-no-coding/,20,7018,28,38,All Levels,0.16,3,2015-07-30T18:16:29Z,Web Development,2015-07-30,Paid
462668,How To Build A Website From Scratch + Blogging Blueprint,https://www.udemy.com/how-to-build-a-website-from-scratch-blogging-blueprint/,20,7017,37,28,Intermediate Level,0.71,3.5,2015-04-08T17:39:03Z,Web Development,2015-04-08,Paid
11153,Learn jQuery: An In-depth Course For Beginners,https://www.udemy.com/jquery/,50,7014,95,62,All Levels,0.54,4.5,2011-11-29T01:29:11Z,Web Development,2011-11-29,Paid
520468,Canva : Graphic Design Theory Volume1,https://www.udemy.com/canva-course-graphic-design-theory-in-social-media-volume-1/,200,6975,122,29,All Levels,0.32,2.5,2015-06-05T21:37:33Z,Graphic Design,2015-06-05,Paid
377370,Learn to Trade the Stock Market without Blowing Your Profits,https://www.udemy.com/learn-to-trade-the-stock-market-without-blowing-your-profits/,60,6967,16,34,Beginner Level,0.48,1,2017-05-02T20:53:24Z,Business Finance,2017-05-02,Paid
1227322,React vs Angular vs Vue.js by Example,https://www.udemy.com/react-vs-angular-vs-vuejs-by-example/,0,6958,132,30,All Levels,0.53,3.5,2017-06-02T21:57:07Z,Web Development,2017-06-02,Free
1094930,DIY Design Professional Web Banners in Photoshop 4 Beginners,https://www.udemy.com/design-professional-web-banners-in-photoshop-for-beginners/,200,6944,30,24,All Levels,0.89,1,2017-02-01T15:44:11Z,Graphic Design,2017-02-01,Paid
451938,How To Setup a Micro-Blog in 3 Easy Steps,https://www.udemy.com/setup-your-own-micro-blog-in-3-easy-steps/,25,6937,22,7,Beginner Level,0.76,1,2015-03-20T18:49:20Z,Web Development,2015-03-20,Paid
1191946,Getting Started with Angular 2+,https://www.udemy.com/getting-started-with-angular-2/,0,6909,401,14,Beginner Level,0.78,2,2017-04-27T22:25:40Z,Web Development,2017-04-27,Free
511838,The Advanced Web Developer Course,https://www.udemy.com/the-advanced-web-developer-course/,100,6890,99,90,Beginner Level,0.96,10.5,2015-06-03T18:21:21Z,Web Development,2015-06-03,Paid
396204,Graphic Design Masterclass: Learn Graphic Design in Projects,https://www.udemy.com/graphic-design/,95,6858,382,41,All Levels,0.15,3.5,2015-11-09T21:17:04Z,Graphic Design,2015-11-09,Paid
1024888,How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,https://www.udemy.com/how-to-make-a-modern-wordpress-blog-2017-create-your-blog/,0,6856,137,19,All Levels,0.62,2,2016-11-29T23:01:43Z,Web Development,2016-11-29,Free
409818,Get started playing blues harmonica,https://www.udemy.com/get-started-playing-blues-harmonica/,0,6853,398,23,Intermediate Level,0.99,0.6166666667,2015-03-30T22:01:08Z,Musical Instruments,2015-03-30,Free
140238,Become a Professional Web Developer | Version 3.0,https://www.udemy.com/web-development-tutorials/,200,6851,276,454,All Levels,0.94,60,2014-01-21T12:31:24Z,Web Development,2014-01-21,Paid
923616,Website Investing 101 - Buying & Selling Online Businesses,https://www.udemy.com/cash-flow-website-investing-buy-sell-online-businesses-digital-assets/,0,6811,151,51,Intermediate Level,0.52,2,2016-08-05T17:03:15Z,Business Finance,2016-08-05,Free
125806,Comprehensive JavaScript Programming,https://www.udemy.com/comprehensive-javascript-programming/,20,6760,84,27,Beginner Level,0.47,3,2013-11-26T23:59:20Z,Web Development,2013-11-26,Paid
755680,Draw a realistic Fantail using pencil,https://www.udemy.com/draw-a-realistic-fantail-using-pencil/,0,6754,109,20,All Levels,0.38,1,2016-02-11T22:05:05Z,Graphic Design,2016-02-11,Free
288466,Become a Kick-Ass Web Developer: From Newbie to Pro,https://www.udemy.com/become-a-web-developer/,200,6751,44,353,Intermediate Level,0.17,48.5,2014-10-02T15:47:45Z,Web Development,2014-10-02,Paid
730542,Introduction to Voice Design with Amazon's Alexa,https://www.udemy.com/amazonalexa/,0,6742,1036,6,Beginner Level,0.63,0.6833333333,2016-01-18T00:18:08Z,Web Development,2016-01-18,Free
1105778,A-Frame WebVR Programming Tutorial Series (Virtual Reality),https://www.udemy.com/a-frame-webvr/,40,6648,16,22,All Levels,0.15,1.5,2017-05-24T05:25:53Z,Web Development,2017-05-24,Paid
812588,The Complete jQuery Course: From Beginner To Advanced!,https://www.udemy.com/jquery-tutorial/,195,6636,302,50,All Levels,0.66,6,2016-05-26T19:10:29Z,Web Development,2016-05-26,Paid
65492,Kids Coding - Beginner HTML,https://www.udemy.com/kids-coding-beginner-html/,20,6628,53,19,Beginner Level,0.82,1,2013-07-19T20:44:50Z,Web Development,2013-07-19,Paid
371490,Graphic Design: Create Animated GIF Ad Banners in Photoshop,https://www.udemy.com/create-cool-animated-gif-advertising-banners-with-photoshop/,20,6612,44,20,All Levels,0.84,1,2014-12-19T22:46:05Z,Graphic Design,2014-12-19,Paid
670034,Advanced Javascript,https://www.udemy.com/top-javascript-interview-questions-and-answers/,200,6601,1304,26,Beginner Level,0.15,3.5,2015-11-21T06:56:33Z,Web Development,2015-11-21,Paid
242574,Object Oriented Programming (OOP) in PHP - Build An OOP Site,https://www.udemy.com/object-oriented-programming-in-php/,20,6588,721,36,Beginner Level,0.43,2,2014-06-17T07:34:03Z,Web Development,2014-06-17,Paid
517148,Acoustic Fingerstyle Guitar Course: Beginner to Advanced,https://www.udemy.com/acoustic-fingerstyle-guitar/,200,6565,55,56,All Levels,0.11,4,2015-08-04T17:40:13Z,Musical Instruments,2015-08-04,Paid
1027812,Build A Weather App With Ajax Using Open Weather Map API,https://www.udemy.com/build-a-weather-app-with-ajax-using-open-weather-map-api/,20,6548,44,38,All Levels,0.79,4,2016-12-01T21:49:26Z,Web Development,2016-12-01,Paid
47504,Use Crowdfunding Effectively With Indiegogo and Kickstarter,https://www.udemy.com/learncrowdfunding/,0,6533,32,9,All Levels,0.2,2,2013-06-25T15:22:28Z,Business Finance,2013-06-25,Free
832862,Meteor and React for Realtime Apps,https://www.udemy.com/meteor-react-tutorial/,140,6527,1384,111,All Levels,0.24,9,2016-05-23T16:51:48Z,Web Development,2016-05-23,Paid
565282,Learn To Create Different Website Layouts & Media Queries,https://www.udemy.com/websitelayouts/,195,6510,45,22,All Levels,0.27,2,2015-08-11T22:26:38Z,Web Development,2015-08-11,Paid
611308,Complete PHP and MySql Course: From Beginner to Professional,https://www.udemy.com/complete-php-mysql-course-for-beginners-start-to-finish/,200,6508,137,90,Beginner Level,0.87,6.5,2015-10-05T21:01:37Z,Web Development,2015-10-05,Paid
473548,PHP OOP: Object Oriented Programming for beginners + Project,https://www.udemy.com/oop-php-object-oriented-programing-with-project-1-course/,200,6497,901,221,Intermediate Level,0.11,18,2015-06-03T22:40:09Z,Web Development,2015-06-03,Paid
552598,WordPress in under an hour - Create/manage your own website!,https://www.udemy.com/learn-wordpress-in-57-minutes/,0,6474,86,15,Beginner Level,0.05,1,2015-07-15T00:21:56Z,Web Development,2015-07-15,Free
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,125,6451,237,28,All Levels,0.8,5,2014-04-16T13:58:31Z,Business Finance,2014-04-16,Paid
1161118,Dive Into Docker: The Docker Course for Developers,https://www.udemy.com/dive-into-docker-the-complete-docker-course-for-developers/,0,6437,313,22,All Levels,0.34,1.5,2017-04-14T22:57:32Z,Web Development,2017-04-14,Free
611804,Primeros Pasos con Photoshop CC,https://www.udemy.com/felinu-primeros-pasos-con-photoshop/,0,6429,654,31,All Levels,0.71,2.5,2015-09-23T15:30:59Z,Graphic Design,2015-09-23,Free
1228900,Learn Professional Book-Cover Designing Photoshop 4 Beginner,https://www.udemy.com/learn-professional-book-cover-designing-photoshop/,200,6428,21,54,All Levels,0.54,3,2017-06-13T16:13:33Z,Graphic Design,2017-06-13,Paid
877124,The Complete jQuery Course - From Beginner to Professional!,https://www.udemy.com/complete-jquery-developer-course-beginner-to-pro/,200,6420,134,188,All Levels,0.75,22.5,2016-06-20T22:59:31Z,Web Development,2016-06-20,Paid
389240,How to Make a Website Without Coding- WordPress & Web Skills,https://www.udemy.com/make-a-website-without-code-wordpress-course/,30,6413,107,123,All Levels,0.31,9,2015-04-28T17:32:23Z,Web Development,2015-04-28,Paid
1109926,GraphQL with React: The Complete Developers Guide,https://www.udemy.com/graphql-with-react-course/,150,6412,987,114,Beginner Level,0.77,13,2017-02-14T22:55:58Z,Web Development,2017-02-14,Paid
883706,Wordpress Beginner Tutorial: Build Your First Website,https://www.udemy.com/wordpress-beginner-tutorial-build-your-first-website/,0,6402,104,23,Beginner Level,0.5,1.5,2016-06-21T03:29:46Z,Web Development,2016-06-21,Free
105972,Foundation of Options Trading and Investing,https://www.udemy.com/options-trading-course-australia/,20,6374,21,14,Beginner Level,0.3,1,2013-10-16T04:41:28Z,Business Finance,2013-10-16,Paid
366720,CSS Image filters - The modern web images color manipulation,https://www.udemy.com/super-awesome-images-with-css-image-filters/,0,6315,53,16,All Levels,0.06,1.5,2014-12-10T19:43:40Z,Web Development,2014-12-10,Free
651780,jQuery For Beginners : A Basic Introduction,https://www.udemy.com/jquery-for-beginners-a-basic-introduction/,65,6293,165,8,Beginner Level,0.6,1,2015-11-03T18:17:38Z,Web Development,2015-11-03,Paid
824044,PI-101 Top 10 Classical Piano Pieces for Beginners,https://www.udemy.com/pi-101-piano/,0,6292,183,38,Beginner Level,0.96,1,2016-05-30T21:02:20Z,Musical Instruments,2016-05-30,Free
1052180,"How to play 'Electric Guitar"",https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons""",https://www.udemy.com/learnpianotoday/,100,6271,68,75,All Levels,0.14,5,2013-06-27T21:55:17Z,Musical Instruments,2013-06-27,Paid
885974,Four Fundamentals of Financial Planning,https://www.udemy.com/four-fundamentals-of-financial-planning/,30,6219,23,20,Intermediate Level,0.54,1,2017-02-14T04:42:58Z,Business Finance,2017-02-14,Paid
590622,Logo Design - Guide to Logo Design in Photoshop,https://www.udemy.com/graphic-design-mastering-logo-design/,25,6215,86,17,All Levels,0.45,2,2016-02-05T05:20:39Z,Graphic Design,2016-02-05,Paid
716828,The Beginner's Guide to the Futures and Options Trading,https://www.udemy.com/futures-options/,0,6185,138,20,Beginner Level,0.36,3,2016-01-18T19:47:54Z,Business Finance,2016-01-18,Free
73080,Step-by-step HTML and CSS for Absolute Beginners,https://www.udemy.com/step-by-step-html-and-css-for-absolute-beginners/,120,6162,324,43,Expert Level,0,4,2013-08-26T19:10:57Z,Web Development,2013-08-26,Paid
477702,Python for Beginners: Python Programming Language | Tutorial,https://www.udemy.com/python-course/,150,6153,125,84,All Levels,0,5,2015-06-14T18:18:57Z,Web Development,2015-06-14,Paid
823996,"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",https://www.udemy.com/fullstack-javascript/,50,6134,93,15,Beginner Level,0.98,2,2016-04-17T20:13:31Z,Web Development,2016-04-17,Paid
959586,Javascript from Beginner to Advanced Level,https://www.udemy.com/javascript-from-beginner-to-advanced-level/,195,6134,160,50,All Levels,0.14,6.5,2016-12-19T14:40:00Z,Web Development,2016-12-19,Paid
326244,"Installing Wordpress 4 - Installation, Registrars & Hosting",https://www.udemy.com/installing-wordpress-domain-registrars-and-web-hosting/,45,6117,188,28,All Levels,0.76,2.5,2014-10-31T07:21:32Z,Web Development,2014-10-31,Paid
214046,Option Trading for Rookies: The Covered Call Option Strategy,https://www.udemy.com/option-trading-for-rookies-investing-the-profitable-way/,95,6092,25,29,Intermediate Level,0.11,1.5,2016-11-03T05:22:20Z,Business Finance,2016-11-03,Paid
1009452,Build Enterprise Applications with Angular 2 (and Angular 4),https://www.udemy.com/angular2-advanced/,190,6082,848,135,Beginner Level,0.3,9.5,2016-11-22T14:55:35Z,Web Development,2016-11-22,Paid
328476,Complete ASP NET MVC Web Development - Newbie to Ninja!,https://www.udemy.com/better-web-development-pro-techniques-for-success/,195,6073,627,66,All Levels,0.51,9,2014-11-24T21:10:49Z,Web Development,2014-11-24,Paid
373716,Forex Basics (Professional Course Level),https://www.udemy.com/basics-of-international-finance/,20,6050,34,25,All Levels,0.44,1.5,2014-12-19T08:49:47Z,Business Finance,2014-12-19,Paid
215728,Shark Accounting - Building a Business by the Numbers!,https://www.udemy.com/shark-accounting/,20,6050,140,17,All Levels,0.8,1.5,2014-05-18T19:08:04Z,Business Finance,2014-05-18,Paid
